"","date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"517",2020-08-23,"ND","B",112,108,0,4,501,501,52,2,141,17,181009,1707,7895,NA,NA,NA,NA,NA,9876,9876,140,0,308,NA,NA,NA,NA,8064,NA,0,190885,1847,8203,NA,NA,NA,190885,1847,432725,4517
"518",2020-08-23,"KS","A+",419,NA,0,NA,2159,2159,296,0,584,89,329459,0,NA,NA,NA,203,24,NA,36856,NA,0,0,NA,NA,NA,NA,NA,1520,NA,0,366315,0,NA,NA,NA,NA,366315,0,NA,0
"519",2020-08-23,"NE","A",376,NA,0,NA,1907,1907,139,16,NA,NA,306581,1625,NA,NA,NA,NA,NA,NA,31780,31780,154,0,NA,NA,NA,NA,NA,23878,NA,0,338361,1779,NA,NA,NA,NA,338836,1778,NA,0
"520",2020-08-23,"IN","A+",3220,3003,2,217,10281,10281,894,62,2076,252,891870,7541,NA,NA,NA,NA,70,NA,85932,NA,615,0,NA,NA,NA,NA,NA,64131,NA,0,977802,8156,NA,NA,NA,NA,977802,8156,1273212,14328
"521",2020-08-23,"NH","B",429,NA,0,NA,711,711,12,1,220,NA,188957,1374,NA,NA,NA,NA,NA,NA,7107,7107,15,0,NA,NA,NA,NA,NA,6428,NA,0,196064,1389,29819,NA,29236,NA,196064,1389,301316,2466
"522",2020-08-23,"IL","A",8089,7880,6,209,NA,NA,1449,0,NA,339,3483858,52458,NA,NA,NA,NA,117,NA,221595,220178,1893,0,NA,NA,NA,NA,NA,NA,NA,0,3705453,54351,NA,NA,NA,NA,NA,0,3704036,54351
"523",2020-08-23,"NJ","A+",15897,14117,3,1780,22448,22448,411,3,NA,72,2459504,0,NA,NA,NA,NA,27,NA,189494,189494,258,0,NA,NA,NA,NA,NA,33615,NA,0,2648998,258,NA,NA,NA,NA,NA,0,2648740,0
"524",2020-08-23,"ID","A",306,277,2,29,1246,1246,192,13,346,52,207618,1134,NA,NA,NA,NA,NA,NA,29662,27637,293,0,NA,NA,NA,NA,NA,12606,NA,0,237280,1427,NA,NA,NA,NA,NA,0,235255,1400
"525",2020-08-23,"NM","B",743,NA,4,NA,3030,3030,68,12,NA,NA,680860,0,NA,NA,NA,NA,NA,NA,24302,24302,207,0,NA,NA,NA,NA,NA,11458,NA,0,705162,207,NA,NA,NA,NA,704955,0,NA,0
"526",2020-08-23,"IA","A+",1036,NA,5,NA,NA,NA,260,0,NA,82,525701,3081,NA,43842,NA,NA,39,NA,56275,56275,540,0,NA,NA,2980,NA,NA,43493,NA,0,581976,3621,NA,NA,46862,NA,595765,3802,NA,0
"527",2020-08-23,"NV","A+",1197,NA,0,NA,NA,NA,825,0,NA,247,508628,3571,NA,NA,NA,NA,138,NA,65601,65601,532,0,NA,NA,NA,NA,NA,1599,NA,0,574229,4103,NA,NA,NA,NA,574119,4159,809683,7664
"528",2020-08-23,"HI","C",47,NA,1,NA,377,377,192,40,NA,35,169828,2350,NA,NA,NA,NA,19,NA,6356,NA,284,0,NA,NA,NA,NA,NA,2107,NA,0,176184,2634,NA,NA,NA,NA,176184,2634,228381,4396
"529",2020-08-23,"NY","A",25288,NA,6,NA,89995,89995,472,0,NA,110,7191422,73471,NA,NA,NA,NA,50,NA,429737,429737,572,0,NA,NA,NA,NA,NA,74640,7621159,74043,7621159,74043,NA,NA,NA,NA,NA,0,NA,0
"530",2020-08-23,"GU","A",7,NA,0,NA,NA,NA,16,0,NA,3,31771,1022,153,NA,NA,NA,NA,NA,820,812,53,0,2,NA,NA,NA,NA,394,NA,0,32591,1075,155,NA,NA,NA,32583,1075,31506,0
"531",2020-08-23,"OH","A+",3978,3697,3,281,12800,12800,777,22,2878,271,1869087,22624,NA,NA,NA,NA,150,NA,114802,108735,637,0,NA,NA,NA,NA,NA,94825,NA,0,1983889,23261,NA,NA,NA,NA,NA,0,1977822,23226
"532",2020-08-23,"GA","A",5132,NA,40,NA,23369,23369,2360,44,4265,NA,1917935,20987,NA,NA,1941351,NA,NA,NA,253949,253949,1727,0,19716,NA,NA,NA,230533,NA,NA,0,2171884,22714,267561,NA,NA,NA,NA,0,2171884,22714
"533",2020-08-23,"OK","A+",726,NA,1,NA,4422,4422,578,54,NA,237,759335,0,64466,NA,759335,NA,NA,NA,53165,53165,566,0,2856,NA,NA,NA,60433,44409,NA,0,812500,566,67322,NA,NA,NA,NA,0,821289,0
"534",2020-08-23,"FL","A",10462,10462,51,NA,36903,36903,4580,139,NA,NA,3828062,23812,411877,403867,5212677,NA,NA,3568,600571,600571,2974,0,34738,NA,34017,6905,769714,NA,NA,0,4428633,26786,446669,NA,437913,NA,4435417,26806,6016043,45356
"535",2020-08-23,"OR","A+",417,NA,0,NA,1984,1984,173,0,NA,47,494883,3129,NA,NA,494883,NA,19,NA,24937,23156,227,0,NA,NA,NA,NA,NA,4589,NA,0,519820,3356,NA,NA,NA,NA,510056,0,NA,0
"536",2020-08-23,"DE","A+",600,531,0,69,NA,NA,44,0,NA,8,204950,1902,NA,NA,NA,NA,NA,NA,16895,15881,67,0,NA,NA,NA,NA,NA,8936,NA,0,221845,1969,NA,NA,NA,NA,221845,1969,NA,0
"537",2020-08-23,"PA","A+",7578,NA,2,NA,NA,NA,501,0,NA,NA,1423972,11848,NA,NA,NA,NA,75,NA,129048,125407,619,0,NA,NA,NA,NA,NA,103238,NA,0,1553020,12467,NA,NA,NA,NA,NA,0,1549379,12453
"538",2020-08-23,"DC","A+",604,NA,0,NA,NA,NA,80,0,NA,27,252456,3550,NA,NA,NA,NA,12,NA,13590,NA,56,0,NA,NA,NA,NA,NA,10812,266046,3606,266046,3606,NA,NA,NA,NA,NA,0,NA,0
"539",2020-08-23,"PR","B",390,251,9,139,NA,NA,370,0,NA,66,305972,0,NA,NA,303412,NA,36,NA,29896,13477,319,0,16419,NA,NA,NA,7002,NA,NA,0,335868,319,NA,NA,NA,NA,NA,0,310546,0
"540",2020-08-23,"CT","B",4460,3574,0,886,11087,11087,54,0,NA,NA,970851,0,NA,NA,NA,NA,NA,NA,51519,49477,0,0,NA,NA,NA,NA,NA,8893,NA,0,1022370,0,NA,NA,NA,NA,NA,0,1020328,0
"541",2020-08-23,"RI","A+",1035,NA,0,NA,2460,2460,80,5,NA,11,231308,2357,NA,NA,439862,NA,4,NA,21263,21263,88,0,NA,NA,NA,NA,30300,2052,470162,5490,470162,5490,NA,NA,NA,NA,252571,2445,NA,0
"542",2020-08-23,"CO","A",1815,NA,0,NA,6831,6831,258,23,NA,NA,594857,0,141188,NA,NA,NA,NA,NA,54883,50313,297,0,10454,NA,NA,NA,NA,5804,930152,11226,930152,11226,153148,NA,NA,NA,663781,5929,NA,0
"543",2020-08-23,"SC","A+",2504,2380,11,124,7439,7439,1026,0,NA,250,780348,-20489,56344,NA,747491,NA,150,NA,111988,110658,693,0,4846,NA,NA,NA,143515,46118,NA,0,892336,-19796,61190,NA,NA,NA,NA,0,891006,-19793
"544",2020-08-23,"CA","B",12134,NA,146,NA,NA,NA,5665,0,NA,1582,9877362,97902,NA,NA,NA,NA,NA,NA,663669,663669,6777,0,NA,NA,NA,NA,NA,NA,NA,0,10541031,104679,NA,NA,NA,NA,NA,0,10541031,104679
"545",2020-08-23,"SD","A",161,NA,1,NA,959,959,62,8,NA,NA,125484,989,NA,NA,NA,NA,NA,NA,11276,NA,141,0,NA,NA,NA,NA,NA,9564,NA,0,136760,1130,NA,NA,NA,NA,136760,1130,176843,1717
"546",2020-08-23,"AZ","A+",4771,4515,15,256,21241,21241,969,-30,NA,329,952766,6527,NA,NA,NA,NA,191,NA,198103,196521,208,0,NA,NA,NA,NA,NA,29147,NA,0,1150869,6735,259529,NA,NA,NA,NA,0,1149287,6730
"547",2020-08-23,"TN","A+",1567,1527,4,40,6378,6378,1009,50,NA,330,1901256,35579,NA,NA,1871468,NA,164,NA,143937,141000,1854,0,NA,NA,NA,NA,170788,104054,NA,0,2045193,37433,NA,NA,NA,NA,NA,0,2042256,37395
"548",2020-08-23,"AS","C",0,NA,0,NA,NA,NA,NA,0,NA,NA,1514,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1514,0,NA,NA,NA,NA,NA,0,1514,0
"549",2020-08-23,"TX","A",11370,NA,104,NA,NA,NA,5186,0,NA,1878,4090491,22770,316492,NA,NA,NA,NA,NA,577537,577537,4398,0,27726,3151,NA,NA,NA,451776,NA,0,4668028,27168,344218,21648,NA,NA,NA,0,4668028,27168
"550",2020-08-23,"AR","A",687,NA,13,NA,3920,3920,500,12,NA,NA,609126,6187,NA,NA,609126,502,110,NA,56574,56574,375,0,NA,NA,NA,NA,NA,50251,NA,0,665700,6562,NA,1836,NA,NA,NA,0,670826,12235
"551",2020-08-23,"UT","A+",385,NA,0,NA,2926,2926,156,27,743,58,575721,2172,NA,NA,NA,298,NA,NA,49115,49115,301,0,NA,NA,NA,NA,NA,40831,NA,0,624836,2473,NA,NA,NA,NA,624836,2473,766985,3648
"552",2020-08-23,"AL","B",2013,1944,2,69,13502,13502,1093,0,1348,NA,806609,4859,NA,NA,NA,734,NA,NA,115060,110094,528,0,NA,NA,NA,NA,NA,44684,NA,0,921669,5387,NA,NA,NA,NA,NA,0,916703,5387
"553",2020-08-23,"VA","A+",2467,2348,24,119,15598,15598,1155,91,NA,251,1357921,11518,NA,NA,NA,NA,130,309,112966,108112,894,0,NA,NA,NA,NA,130505,14443,1466033,12362,1470887,12412,119991,NA,NA,NA,NA,0,NA,0
"554",2020-08-23,"AK","A",32,32,1,NA,NA,NA,48,0,NA,NA,321882,1089,NA,NA,321943,NA,7,NA,5558,5558,64,0,NA,NA,NA,NA,5170,1745,NA,0,327440,1153,NA,NA,NA,NA,NA,0,327440,1153
"555",2020-08-23,"VI","C",10,10,0,NA,NA,NA,NA,0,NA,NA,13358,0,NA,NA,NA,NA,NA,101,960,NA,0,0,NA,NA,NA,NA,NA,655,NA,0,14318,0,NA,NA,NA,NA,NA,0,14419,0
"556",2020-08-23,"WA","B",1857,1857,7,NA,6500,6500,371,31,NA,NA,1307377,2442,NA,NA,NA,NA,42,NA,71659,71659,61,0,NA,NA,NA,NA,NA,NA,1379036,2503,1379036,2503,NA,NA,NA,NA,NA,0,NA,0
"557",2020-08-23,"VT","B",58,58,0,NA,NA,NA,13,0,NA,NA,118486,1435,NA,NA,NA,NA,NA,NA,1557,1557,4,0,NA,NA,NA,NA,NA,1371,NA,0,120043,1439,NA,NA,NA,NA,120043,1439,NA,0
"558",2020-08-23,"WY","B",37,NA,0,NA,207,207,19,4,NA,NA,61313,0,NA,NA,90247,NA,NA,NA,3579,3046,36,0,NA,NA,NA,NA,2983,2896,NA,0,64892,36,NA,NA,NA,NA,64307,0,93231,0
"559",2020-08-23,"MN","A",1813,1767,6,46,6151,6151,301,38,1766,137,990736,8347,NA,NA,NA,NA,NA,NA,69584,69584,717,0,NA,NA,NA,NA,NA,62373,NA,0,1060320,9064,NA,NA,NA,NA,1060320,9064,1374536,16941
"560",2020-08-23,"WI","A+",1089,1081,0,8,5558,5558,333,13,990,108,1115149,4361,NA,NA,NA,NA,NA,171,75205,70462,479,0,NA,NA,NA,NA,NA,61720,NA,0,1190354,4840,NA,NA,NA,NA,1185611,4814,NA,0
"561",2020-08-22,"WI","A+",1089,1081,14,8,5545,5545,350,40,986,119,1110788,7750,NA,NA,NA,NA,NA,190,74726,70009,975,0,NA,NA,NA,NA,NA,60933,NA,0,1185514,8725,NA,NA,NA,NA,1180797,8700,NA,0
"562",2020-08-22,"MT","C",90,NA,1,NA,378,378,110,15,NA,NA,203340,929,NA,NA,NA,NA,NA,NA,6376,6376,160,0,NA,NA,NA,NA,NA,4815,NA,0,209716,1089,NA,NA,NA,NA,NA,0,209716,1089
"563",2020-08-22,"MS","A+",2237,2136,23,101,5149,5149,982,22,NA,259,456354,2875,NA,NA,NA,NA,148,NA,77268,74620,945,0,95,NA,NA,NA,NA,56577,NA,0,533622,3820,22862,NA,NA,NA,NA,0,530974,3669
"564",2020-08-22,"WY","B",37,NA,0,NA,203,203,19,0,NA,NA,61313,0,NA,NA,90247,NA,NA,NA,3543,3009,19,0,NA,NA,NA,NA,2983,2879,NA,0,64856,19,NA,NA,NA,NA,64307,0,93231,0
"565",2020-08-22,"NC","A+",2521,2521,27,NA,NA,NA,996,0,NA,279,1898477,19504,NA,NA,NA,NA,NA,NA,153641,153641,1729,0,NA,NA,NA,NA,NA,127749,NA,0,2052118,21233,NA,NA,NA,NA,NA,0,2052118,21233
"566",2020-08-22,"MN","A",1807,1761,8,46,6113,6113,316,49,1761,148,982389,8985,NA,NA,NA,NA,NA,NA,68867,68867,734,0,NA,NA,NA,NA,NA,61698,NA,0,1051256,9719,NA,NA,NA,NA,1051256,9719,1357595,16745
"567",2020-08-22,"MI","A+",6655,6389,21,266,NA,NA,646,0,NA,173,2352995,31911,NA,NA,2352995,NA,95,NA,106044,96024,1426,0,NA,NA,NA,NA,135210,72580,NA,0,2459039,33337,244940,NA,NA,NA,NA,0,2488205,33018
"568",2020-08-22,"ME","A+",130,129,1,1,407,407,4,0,NA,1,223434,3854,8885,NA,221664,NA,1,NA,4317,3872,32,0,467,NA,NA,NA,5409,3718,NA,0,227751,3886,9365,NA,NA,NA,NA,0,227306,3879
"569",2020-08-22,"MD","A",3685,3546,11,139,13864,13864,441,41,NA,98,1116918,15550,NA,NA,NA,NA,NA,NA,103523,103523,624,0,NA,NA,NA,NA,122025,6047,NA,0,1220441,16174,NA,NA,NA,NA,1220441,16174,1751515,28558
"570",2020-08-22,"MA","A+",8921,8690,20,231,12256,12256,315,11,NA,50,1428313,8192,NA,NA,NA,NA,20,NA,125360,115850,144,0,NA,NA,NA,NA,NA,102205,NA,0,1553673,8336,NA,NA,108343,74606,1544163,8301,2064529,13658
"571",2020-08-22,"ND","B",112,108,0,4,499,499,53,8,140,16,179302,1764,7870,NA,NA,NA,NA,NA,9736,9736,262,0,305,NA,NA,NA,NA,7968,NA,0,189038,2026,8175,NA,NA,NA,189038,2026,428208,6707
"572",2020-08-22,"LA","A",4687,4546,0,141,NA,NA,1051,0,NA,NA,1597087,0,NA,NA,NA,NA,172,NA,141720,141720,0,0,NA,NA,NA,NA,NA,118120,NA,0,1738807,0,NA,NA,NA,NA,1738807,0,NA,0
"573",2020-08-22,"NE","A",376,NA,3,NA,1891,1891,140,14,NA,NA,304956,2537,NA,NA,NA,NA,NA,NA,31626,31626,278,0,NA,NA,NA,NA,NA,23608,NA,0,336582,2815,NA,NA,NA,NA,337058,2817,NA,0
"574",2020-08-22,"KY","B",864,858,0,6,4362,4362,590,0,1340,166,706202,0,NA,NA,NA,NA,NA,NA,42265,39068,0,0,NA,NA,NA,NA,NA,9448,NA,0,748467,0,45988,11940,NA,NA,NA,0,745270,0
"575",2020-08-22,"NH","B",429,NA,1,NA,710,710,14,0,220,NA,187583,4951,NA,NA,NA,NA,NA,NA,7092,7092,42,0,NA,NA,NA,NA,NA,6405,NA,0,194675,4993,29743,NA,29166,NA,194675,4993,298850,8840
"576",2020-08-22,"KS","A+",419,NA,0,NA,2159,2159,296,0,584,89,329459,0,NA,NA,NA,203,24,NA,36856,NA,0,0,NA,NA,NA,NA,NA,1520,NA,0,366315,0,NA,NA,NA,NA,366315,0,NA,0
"577",2020-08-22,"NJ","A+",15894,14114,2,1780,22445,22445,376,52,NA,66,2459504,32629,NA,NA,NA,NA,32,NA,189236,189236,419,0,NA,NA,NA,NA,NA,33555,NA,0,2648740,33048,NA,NA,NA,NA,NA,0,2648740,33048
"578",2020-08-22,"IN","A+",3218,3001,10,217,10219,10219,883,87,2067,235,884329,10214,NA,NA,NA,NA,76,NA,85317,NA,1000,0,NA,NA,NA,NA,NA,64131,NA,0,969646,11214,NA,NA,NA,NA,969646,11214,1258884,18802
"579",2020-08-22,"NM","B",739,NA,5,NA,3018,3018,65,9,NA,NA,680860,9987,NA,NA,NA,NA,NA,NA,24095,24095,144,0,NA,NA,NA,NA,NA,11312,NA,0,704955,10131,NA,NA,NA,NA,704955,10131,NA,0
"580",2020-08-22,"IL","A",8083,7874,17,209,NA,NA,1488,0,NA,322,3431400,54410,NA,NA,NA,NA,127,NA,219702,218285,2356,0,NA,NA,NA,NA,NA,NA,NA,0,3651102,56766,NA,NA,NA,NA,NA,0,3649685,56766
"581",2020-08-22,"NV","A+",1197,NA,12,NA,NA,NA,825,0,NA,247,505057,3179,NA,NA,NA,NA,138,NA,65069,65069,636,0,NA,NA,NA,NA,NA,1599,NA,0,570126,3815,NA,NA,NA,NA,569960,3724,802019,6755
"582",2020-08-22,"ID","A",304,274,6,30,1233,1233,192,7,344,52,206484,1824,NA,NA,NA,NA,NA,NA,29369,27371,249,0,NA,NA,NA,NA,NA,12359,NA,0,235853,2073,NA,NA,NA,NA,NA,0,233855,2056
"583",2020-08-22,"NY","A",25282,NA,4,NA,89995,89995,483,0,NA,116,7117951,94196,NA,NA,NA,NA,56,NA,429165,429165,653,0,NA,NA,NA,NA,NA,74553,7547116,94849,7547116,94849,NA,NA,NA,NA,NA,0,NA,0
"584",2020-08-22,"IA","A+",1031,NA,10,NA,NA,NA,268,0,NA,79,522620,4487,NA,43561,NA,NA,34,NA,55735,55735,729,0,NA,NA,2975,NA,NA,43383,NA,0,578355,5216,NA,NA,46576,NA,591963,5341,NA,0
"585",2020-08-22,"OH","A+",3975,3694,20,281,12778,12778,792,59,2876,281,1846463,22614,NA,NA,NA,NA,155,NA,114165,108133,1119,0,NA,NA,NA,NA,NA,93914,NA,0,1960628,23733,NA,NA,NA,NA,NA,0,1954596,23683
"586",2020-08-22,"HI","C",46,NA,1,NA,337,337,227,20,NA,44,167478,4650,NA,NA,NA,NA,23,NA,6072,NA,228,0,NA,NA,NA,NA,NA,2072,NA,0,173550,4878,NA,NA,NA,NA,173550,2366,223985,3999
"587",2020-08-22,"OK","A+",725,NA,10,NA,4368,4368,578,52,NA,237,759335,10179,64466,NA,759335,NA,NA,NA,52599,52599,853,0,2856,NA,NA,NA,60433,44035,NA,0,811934,11032,67322,NA,NA,NA,NA,0,821289,11169
"588",2020-08-22,"GU","A",7,NA,0,NA,NA,NA,14,0,NA,3,30749,0,153,NA,NA,NA,NA,NA,767,759,0,0,2,NA,NA,NA,NA,394,NA,0,31516,0,155,NA,NA,NA,31508,0,31506,0
"589",2020-08-22,"OR","A+",417,NA,3,NA,1984,1984,173,0,NA,47,491754,4854,NA,NA,491754,NA,19,NA,24710,23156,289,0,NA,NA,NA,NA,NA,4589,NA,0,516464,5143,NA,NA,NA,NA,510056,0,NA,0
"590",2020-08-22,"GA","A",5092,NA,94,NA,23325,23325,2361,200,4251,NA,1896948,26476,NA,NA,1920547,NA,NA,NA,252222,252222,2592,0,19488,NA,NA,NA,228623,NA,NA,0,2149170,29068,265893,NA,NA,NA,NA,0,2149170,29068
"591",2020-08-22,"PA","A+",7576,NA,18,NA,NA,NA,487,0,NA,NA,1412124,12615,NA,NA,NA,NA,84,NA,128429,124802,796,0,NA,NA,NA,NA,NA,102743,NA,0,1540553,13411,NA,NA,NA,NA,NA,0,1536926,13386
"592",2020-08-22,"FL","A",10411,10411,107,NA,36764,36764,4745,339,NA,NA,3804250,30324,411877,403867,5171972,NA,NA,3572,597597,597597,4311,0,34738,NA,34017,6855,765446,NA,NA,0,4401847,34635,446669,NA,437913,NA,4408611,34667,5970687,60865
"593",2020-08-22,"PR","B",381,246,7,135,NA,NA,401,0,NA,67,305972,0,NA,NA,303412,NA,41,NA,29577,13282,731,0,16295,NA,NA,NA,7002,NA,NA,0,335549,731,NA,NA,NA,NA,NA,0,310546,0
"594",2020-08-22,"DE","A+",600,531,0,69,NA,NA,44,0,NA,11,203048,1810,NA,NA,NA,NA,NA,NA,16828,15820,58,0,NA,NA,NA,NA,NA,8923,NA,0,219876,1868,NA,NA,NA,NA,219876,1868,NA,0
"595",2020-08-22,"RI","A+",1035,NA,5,NA,2455,2455,87,17,NA,9,228951,4119,NA,NA,434461,NA,4,NA,21175,21175,153,0,NA,NA,NA,NA,30211,2040,464672,9695,464672,9695,NA,NA,NA,NA,250126,4272,NA,0
"596",2020-08-22,"DC","A+",604,NA,2,NA,NA,NA,81,0,NA,26,248906,3317,NA,NA,NA,NA,10,NA,13534,NA,65,0,NA,NA,NA,NA,NA,10800,262440,3382,262440,3382,NA,NA,NA,NA,NA,0,NA,0
"597",2020-08-22,"SC","A+",2493,2372,34,121,7439,7439,1025,0,NA,258,800837,8034,57763,NA,763753,NA,155,NA,111295,109962,917,0,4970,NA,NA,NA,147046,46118,NA,0,912132,8951,62733,NA,NA,NA,NA,0,910799,8861
"598",2020-08-22,"CT","B",4460,3574,0,886,11087,11087,54,0,NA,NA,970851,0,NA,NA,NA,NA,NA,NA,51519,49477,0,0,NA,NA,NA,NA,NA,8893,NA,0,1022370,0,NA,NA,NA,NA,NA,0,1020328,0
"599",2020-08-22,"SD","A",160,NA,1,NA,951,951,66,3,NA,NA,124495,1604,NA,NA,NA,NA,NA,NA,11135,NA,251,0,NA,NA,NA,NA,NA,9435,NA,0,135630,1855,NA,NA,NA,NA,135630,1855,175126,2667
"600",2020-08-22,"CO","A",1815,NA,0,NA,6808,6808,236,11,NA,NA,594857,0,141188,NA,NA,NA,NA,NA,54586,50313,356,0,10454,NA,NA,NA,NA,5791,918926,12233,918926,12233,152413,NA,NA,NA,657852,6602,NA,0
"601",2020-08-22,"TN","A+",1563,1523,14,40,6328,6328,1100,73,NA,358,1865677,25283,NA,NA,1836205,NA,170,NA,142083,139184,1239,0,NA,NA,NA,NA,168656,103426,NA,0,2007760,26522,NA,NA,NA,NA,NA,0,2004861,26452
"602",2020-08-22,"CA","B",11988,NA,167,NA,NA,NA,5873,0,NA,1675,9779460,100424,NA,NA,NA,NA,NA,NA,656892,656892,6556,0,NA,NA,NA,NA,NA,NA,NA,0,10436352,106980,NA,NA,NA,NA,NA,0,10436352,106980
"603",2020-08-22,"TX","A",11266,NA,215,NA,NA,NA,5274,0,NA,1963,4067721,55275,314863,NA,NA,NA,NA,NA,573139,573139,5559,0,27414,3117,NA,NA,NA,446030,NA,0,4640860,60834,342277,21247,NA,NA,NA,0,4640860,60834
"604",2020-08-22,"AZ","A+",4756,4500,68,256,21271,21271,1046,61,NA,363,946239,15150,NA,NA,NA,NA,209,NA,197895,196318,996,0,NA,NA,NA,NA,NA,28932,NA,0,1144134,16146,258197,NA,NA,NA,NA,0,1142557,16137
"605",2020-08-22,"UT","A+",385,NA,2,NA,2899,2899,148,29,740,56,573549,2597,NA,NA,NA,297,NA,NA,48814,48814,369,0,NA,NA,NA,NA,NA,40352,NA,0,622363,2966,NA,NA,NA,NA,622363,2966,763337,4183
"606",2020-08-22,"AS","C",0,NA,0,NA,NA,NA,NA,0,NA,NA,1514,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1514,0,NA,NA,NA,NA,NA,0,1514,0
"607",2020-08-22,"VA","A+",2443,2324,7,119,15507,15507,1154,25,NA,254,1346403,15302,NA,NA,NA,NA,125,291,112072,107268,1212,0,NA,NA,NA,NA,129523,14353,1453671,16393,1458475,16514,119311,NA,NA,NA,NA,0,NA,0
"608",2020-08-22,"AR","A",674,NA,11,NA,3908,3908,492,52,NA,NA,602939,0,NA,NA,602939,502,108,NA,56199,56199,547,0,NA,NA,NA,NA,NA,49764,NA,0,659138,547,NA,1836,NA,NA,NA,0,658591,0
"609",2020-08-22,"VI","C",10,10,0,NA,NA,NA,NA,0,NA,NA,13358,463,NA,NA,NA,NA,NA,101,960,NA,28,0,NA,NA,NA,NA,NA,655,NA,0,14318,491,NA,NA,NA,NA,NA,0,14419,504
"610",2020-08-22,"AL","B",2011,1942,21,69,13502,13502,1067,172,1348,NA,801750,17420,NA,NA,NA,734,NA,NA,114532,109566,1762,0,NA,NA,NA,NA,NA,44684,NA,0,916282,19182,NA,NA,NA,NA,NA,0,911316,19503
"611",2020-08-22,"VT","B",58,58,0,NA,NA,NA,15,0,NA,NA,117051,1594,NA,NA,NA,NA,NA,NA,1553,1553,12,0,NA,NA,NA,NA,NA,1366,NA,0,118604,1606,NA,NA,NA,NA,118604,1606,NA,0
"612",2020-08-22,"AK","A",31,31,1,NA,NA,NA,46,0,NA,NA,320793,4661,NA,NA,320811,NA,6,NA,5494,5494,91,0,NA,NA,NA,NA,5151,1686,NA,0,326287,4752,NA,NA,NA,NA,NA,0,326287,4752
"613",2020-08-22,"WA","B",1850,1850,13,NA,6469,6469,371,69,NA,NA,1304935,7085,NA,NA,NA,NA,45,NA,71598,71598,184,0,NA,NA,NA,NA,NA,NA,1376533,7269,1376533,7269,NA,NA,NA,NA,NA,0,NA,0
"614",2020-08-22,"WV","C",176,175,6,1,NA,NA,138,0,NA,51,382673,7420,NA,NA,NA,NA,23,NA,9185,9010,119,0,NA,NA,NA,NA,NA,7307,NA,0,391858,7539,15501,NA,NA,NA,NA,0,391683,7540
"615",2020-08-22,"MO","A",1425,NA,6,NA,NA,NA,913,0,NA,NA,830437,7295,NA,63752,1109461,NA,104,NA,74257,74257,1293,0,NA,NA,2649,NA,84986,NA,NA,0,904694,8588,NA,NA,66401,NA,904694,8588,1196542,11007
"616",2020-08-22,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,12867,0,NA,NA,NA,NA,NA,NA,54,54,0,0,NA,NA,NA,NA,NA,29,NA,0,12921,0,NA,NA,NA,NA,12920,0,16453,0
"617",2020-08-21,"WI","A+",1075,1068,1,7,5505,5505,350,36,982,119,1103038,9744,NA,NA,NA,NA,NA,190,73751,69059,848,0,NA,NA,NA,NA,NA,60055,NA,0,1176789,10592,NA,NA,NA,NA,1172097,10570,NA,0
"618",2020-08-21,"MS","A+",2214,2119,24,95,5127,5127,997,30,NA,264,453479,1302,NA,NA,NA,NA,152,NA,76323,73826,874,0,95,NA,NA,NA,NA,56577,NA,0,529802,2176,22662,NA,NA,NA,NA,0,527305,4567
"619",2020-08-21,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,12867,0,NA,NA,NA,NA,NA,NA,54,54,0,0,NA,NA,NA,NA,NA,29,NA,0,12921,0,NA,NA,NA,NA,12920,0,16453,0
"620",2020-08-21,"WV","C",170,169,4,1,NA,NA,146,0,NA,54,375253,6522,NA,NA,NA,NA,24,NA,9066,8890,84,0,NA,NA,NA,NA,NA,7140,NA,0,384319,6606,15442,NA,NA,NA,NA,0,384143,6606
"621",2020-08-21,"MT","C",89,NA,0,NA,363,363,97,6,NA,NA,202411,923,NA,NA,NA,NA,NA,NA,6216,6216,144,0,NA,NA,NA,NA,NA,4798,NA,0,208627,1067,NA,NA,NA,NA,NA,0,208627,1067
"622",2020-08-21,"MI","A+",6634,6368,0,266,NA,NA,646,0,NA,173,2321084,0,NA,NA,2321084,NA,95,NA,104618,94697,0,0,NA,NA,NA,NA,134103,67778,NA,0,2425702,0,243222,NA,NA,NA,NA,0,2455187,0
